0.9271,0.0
0.4884,0.0
0.8055,0.0
0.4982,0.0
0.4851,0.0
0.9381333333015441,0.1
0.6383999999682108,0.1
0.8214666666666667,0.1
0.6096666666984558,0.1
0.9247,0.0
0.9372666666666667,0.1
0.95305,0.2
0.95175,0.3
0.9543,0.4
0.95355,0.5
0.9523,0.6
0.94715,0.7
0.9413470673533677,0.8
0.9524634975665044,0.9
0.993,1.0
0.4959,0.0
0.6330666666666667,0.1
0.72295,0.2
0.71785,0.3
0.71295,0.4
0.6999,0.5
0.68435,0.6
0.67265,0.7
0.6369318465923296,0.8
0.7244482965531035,0.9
0.9935,1.0
0.8205,0.0
0.8278666666348775,0.1
0.8444,0.2
0.8351,0.3
0.8286,0.4
0.83365,0.5
0.8278,0.6
0.82205,0.7
0.8007900395079358,0.8
0.8165877725499592,0.9
0.9234,1.0
0.4988,0.0
0.6104666666666667,0.1
0.6739,0.2
0.6706,0.3
0.67165,0.4
0.6598,0.5
0.64695,0.6
0.6312,0.7
0.5982299114538494,0.8
0.6769117940917906,0.9
0.9314,1.0
0.5048,0.0
0.47079999998410543,0.1
0.5104,0.2
0.545,0.3
0.55085,0.4
0.5464,0.5
0.54015,0.6
0.52885,0.7
0.510725536285755,0.8
0.5865057670551107,0.9
0.8086,1.0
